query_gene	ref_gene	class_code	status	identity	query_length	ref_length	length_diff	length_ratio
PfNF135_010013300	PF3D7_0109200	k	compared	100.0	232	232	0.0	1.0
PfNF135_010014800	PF3D7_0110700	k	compared	100.0	446	446	0.0	1.0
PfNF135_010015000	PF3D7_0110900	k	compared	100.0	186	186	0.0	1.0
PfNF135_010015300	PF3D7_0111300	k	compared	100.0	1162	1162	0.0	1.0
PfNF135_010015600	PF3D7_0111600	k	compared	100.0	248	248	0.0	1.0
PfNF135_010015700	PF3D7_0111700	k	compared	100.0	117	117	0.0	1.0
-	PF3D7_0114750	u	query_missing		0	58		
PfNF135_020008800	PF3D7_0202400	k	compared	100.0	1231	1231	0.0	1.0
PfNF135_020008900	PF3D7_0202500	k	compared	100.0	106	106	0.0	1.0
PfNF135_020009100	PF3D7_0202700	k	compared	100.0	538	538	0.0	1.0
PfNF135_020011800	PF3D7_0205400	k	compared	100.0	457	457	0.0	1.0
PfNF135_020012000	PF3D7_0205600	k	compared	100.0	635	635	0.0	1.0
PfNF135_020012600	PF3D7_0206200	k	compared	99.64601769911503	565	563	2.0	0.9964601769911504
PfNF135_020012900	PF3D7_0206700	k	compared	100.0	471	471	0.0	1.0
PfNF135_020015000	PF3D7_0208800	k	compared	100.0	235	235	0.0	1.0
PfNF135_020016100	PF3D7_0210000	k	compared	100.0	81	81	0.0	1.0
PfNF135_020018800	PF3D7_0212800	k	compared	100.0	1212	1212	0.0	1.0
PfNF135_020019000	PF3D7_0213000	k	compared	100.0	166	166	0.0	1.0
PfNF135_020019400	PF3D7_0213400	j	compared	92.17391304347827	320	343	23.0	0.9329446064139941
PfNF135_020020500	PF3D7_0214500	k	compared	100.0	306	306	0.0	1.0
PfNF135_020020600	PF3D7_0214600	k	compared	100.0	1704	1704	0.0	1.0
PfNF135_020021200	PF3D7_0215200	k	compared	100.0	244	244	0.0	1.0
PfNF135_020021500	PF3D7_0215500	k	compared	100.0	791	791	0.0	1.0
PfNF135_020022600	PF3D7_0216600	k	compared	100.0	683	683	0.0	1.0
PfNF135_020023100	PF3D7_0217100	k	compared	100.0	551	551	0.0	1.0
PfNF135_020023800	PF3D7_0217800	k	compared	100.0	107	107	0.0	1.0
PfNF135_020024000	PF3D7_0218000	k	compared	100.0	330	330	0.0	1.0
PfNF135_020024800	PF3D7_0219100	k	compared	100.0	426	426	0.0	1.0
PfNF135_020027000	PF3D7_0833200	j	compared	98.59154929577466	350	355	5.0	0.9859154929577465
PfNF135_020006300:pseudogene	PF3D7_1254400	o	query_missing		0	352		
PfNF135_020006800:pseudogene	PF3D7_0631900	k	query_missing		0	282		
PfNF135_020006900:pseudogene	PF3D7_0832800	k	query_missing		0	293		
PfNF135_020008200	PF3D7_0201800	k	compared	100.0	16	16	0.0	1.0
PfNF135_020011100	PF3D7_0204700	k	compared	100.0	504	504	0.0	1.0
PfNF135_020011200	PF3D7_0204800	k	compared	100.0	416	416	0.0	1.0
PfNF135_020013000	PF3D7_0206800	k	compared	100.0	300	300	0.0	1.0
PfNF135_020013400	PF3D7_0207200	k	compared	100.0	160	160	0.0	1.0
PfNF135_020014400	PF3D7_0208200	k	compared	100.0	300	300	0.0	1.0
PfNF135_020015900	PF3D7_0209700	k	compared	100.0	548	548	0.0	1.0
PfNF135_020016900	PF3D7_0210800	k	compared	100.0	415	415	0.0	1.0
PfNF135_020017000	PF3D7_0210900	k	compared	100.0	284	284	0.0	1.0
PfNF135_020017200	PF3D7_0211200	k	compared	100.0	235	235	0.0	1.0
PfNF135_020019600:pseudogene	PF3D7_0213600	j	query_missing		0	100		
PfNF135_020021000:pseudogene	PF3D7_0215000	k	query_missing		0	882		
PfNF135_020021300	PF3D7_0215300	k	compared	100.0	888	888	0.0	1.0
PfNF135_020021400	PF3D7_0215400	k	compared	100.0	983	983	0.0	1.0
PfNF135_020021600	PF3D7_0215600	k	compared	100.0	397	397	0.0	1.0
PfNF135_020023900	PF3D7_0217900	k	compared	100.0	519	519	0.0	1.0
PfNF135_020025000	PF3D7_0219300	k	compared	100.0	139	139	0.0	1.0
PfNF135_030007300	PF3D7_0302100	k	compared	100.0	1341	1341	0.0	1.0
PfNF135_030008300:pseudogene	PF3D7_0303200	o	query_missing		0	1174		
PfNF135_030008700	PF3D7_0303600	k	compared	100.0	179	179	0.0	1.0
PfNF135_030008900	PF3D7_0303800	k	compared	100.0	593	593	0.0	1.0
PfNF135_030009200	PF3D7_0304100	k	compared	100.0	525	525	0.0	1.0
PfNF135_030010300	PF3D7_0305200	k	compared	100.0	1172	1172	0.0	1.0
PfNF135_030011500	PF3D7_0306400	k	compared	100.0	653	653	0.0	1.0
PfNF135_030011700	PF3D7_0306600	k	compared	100.0	85	85	0.0	1.0
PfNF135_030012800	PF3D7_0307800	k	compared	100.0	691	691	0.0	1.0
PfNF135_030013000	PF3D7_0308000	k	compared	100.0	482	482	0.0	1.0
PfNF135_030013600	PF3D7_0308600	k	compared	100.0	532	532	0.0	1.0
PfNF135_030014500	PF3D7_0309600	k	compared	100.0	112	112	0.0	1.0
PfNF135_030015200:pseudogene	PF3D7_0310300	o	query_missing		0	1157		
PfNF135_030015700	PF3D7_0310800	k	compared	100.0	109	109	0.0	1.0
PfNF135_030017000	PF3D7_0312100	k	compared	100.0	828	828	0.0	1.0
PfNF135_030017400	PF3D7_0312500	k	compared	100.0	579	579	0.0	1.0
PfNF135_030019500	PF3D7_0314600	k	compared	100.0	258	258	0.0	1.0
PfNF135_030020200:pseudogene	PF3D7_0315300	j	query_missing		0	1787		
PfNF135_030021000	PF3D7_0316100	k	compared	100.0	298	298	0.0	1.0
PfNF135_030021400	PF3D7_0316500	k	compared	100.0	461	461	0.0	1.0
PfNF135_030021700	PF3D7_0316800	k	compared	100.0	130	130	0.0	1.0
PfNF135_030022600	PF3D7_0317600	k	compared	100.0	161	161	0.0	1.0
PfNF135_030023700	PF3D7_0318700	k	compared	100.0	119	119	0.0	1.0
PfNF135_030025300	PF3D7_0320300	k	compared	100.0	535	535	0.0	1.0
PfNF135_030025500	PF3D7_0320500	k	compared	100.0	429	429	0.0	1.0
PfNF135_030025800	PF3D7_0320800	k	compared	100.0	433	433	0.0	1.0
PfNF135_030028800	PF3D7_0323800	k	compared	100.0	976	976	0.0	1.0
PfNF135_030029600:pseudogene	PF3D7_0732000	k	query_missing		0	299		
PfNF135_030007100	PF3D7_0301900	k	compared	100.0	398	398	0.0	1.0
PfNF135_030007900	PF3D7_0302800	k	compared	100.0	420	420	0.0	1.0
PfNF135_030008200	PF3D7_0303100	k	compared	100.0	1450	1450	0.0	1.0
PfNF135_030008400:pseudogene	PF3D7_0303300	k	both_missing		0	0		
PfNF135_030009300	PF3D7_0304200	k	compared	100.0	533	533	0.0	1.0
PfNF135_030009700	PF3D7_0304600	k	compared	100.0	428	428	0.0	1.0
PfNF135_030010000	PF3D7_0304900	k	compared	100.0	170	170	0.0	1.0
PfNF135_030010400:pseudogene	PF3D7_0305300	o	query_missing		0	27		
PfNF135_030010700	PF3D7_0305600	k	compared	100.0	625	625	0.0	1.0
PfNF135_030011000	PF3D7_0305900	k	compared	100.0	177	177	0.0	1.0
PfNF135_030011100	PF3D7_0306000	k	compared	100.0	137	137	0.0	1.0
PfNF135_030011600	PF3D7_0306500	k	compared	100.0	299	299	0.0	1.0
PfNF135_030012500	PF3D7_0307500	j	both_missing		0	0		
PfNF135_030013300	PF3D7_0308300	k	compared	100.0	337	337	0.0	1.0
PfNF135_030016400	PF3D7_0311500	k	compared	100.0	81	81	0.0	1.0
PfNF135_030016800	PF3D7_0311900	k	compared	100.0	776	776	0.0	1.0
PfNF135_030019300	PF3D7_0314400	k	compared	100.0	308	308	0.0	1.0
PfNF135_030019600	PF3D7_0314700	k	compared	100.0	1184	1184	0.0	1.0
PfNF135_030020000	PF3D7_0315100	k	compared	100.0	227	227	0.0	1.0
PfNF135_030020300	PF3D7_0315400	k	compared	100.0	256	256	0.0	1.0
PfNF135_030020400	PF3D7_0315500	k	compared	100.0	232	232	0.0	1.0
PfNF135_030020700	PF3D7_0315800	k	compared	100.0	365	365	0.0	1.0
PfNF135_030020900	PF3D7_0316000	k	compared	100.0	307	307	0.0	1.0
PfNF135_030022100	PF3D7_0317200	k	compared	100.0	1554	1554	0.0	1.0
PfNF135_030022800	PF3D7_0317800	k	compared	100.0	225	225	0.0	1.0
PfNF135_030023600	PF3D7_0318600	k	compared	100.0	1017	1017	0.0	1.0
PfNF135_030024100	PF3D7_0319100	k	compared	100.0	107	107	0.0	1.0
PfNF135_030024900	PF3D7_0319900	k	compared	100.0	314	314	0.0	1.0
PfNF135_030027000	PF3D7_0322000	k	compared	100.0	171	171	0.0	1.0
PfNF135_030027100	PF3D7_0322100	k	compared	100.0	610	610	0.0	1.0
PfNF135_030027300	PF3D7_0322300	k	compared	100.0	653	653	0.0	1.0
PfNF135_030028700	PF3D7_0323700	k	compared	100.0	698	698	0.0	1.0
PfNF135_040006000:pseudogene	PF3D7_0600500	k	query_missing		0	372		
PfNF135_040009100	PF3D7_0403200	k	compared	100.0	632	632	0.0	1.0
PfNF135_040009400	PF3D7_0403500	k	compared	100.0	400	400	0.0	1.0
PfNF135_040009800:pseudogene	PF3D7_0403900	o	query_missing		0	1200		
PfNF135_040011100:pseudogene	PF3D7_0405200	j	query_missing		0	569		
PfNF135_040011700	PF3D7_0405800	k	compared	100.0	102	102	0.0	1.0
PfNF135_040011900	PF3D7_0406000	k	compared	100.0	511	511	0.0	1.0
PfNF135_040012100	PF3D7_0406200	k	compared	100.0	157	157	0.0	1.0
PfNF135_040012500	PF3D7_0406700	k	compared	100.0	847	847	0.0	1.0
PfNF135_040013100	PF3D7_0407300	k	compared	100.0	320	320	0.0	1.0
PfNF135_040013900	PF3D7_0408100	k	compared	100.0	1116	1116	0.0	1.0
PfNF135_040015500	PF3D7_0409700	k	compared	100.0	194	194	0.0	1.0
PfNF135_040015600	PF3D7_0409800	k	compared	100.0	575	575	0.0	1.0
PfNF135_040016200	PF3D7_0410400	k	compared	100.0	338	338	0.0	1.0
PfNF135_040017800	PF3D7_0412000	k	compared	100.0	782	782	0.0	1.0
PfNF135_040018100	PF3D7_0412300	k	compared	100.0	540	540	0.0	1.0
PfNF135_040019000	PF3D7_0413500	k	compared	100.0	295	295	0.0	1.0
PfNF135_040019300	PF3D7_0413800	k	compared	100.0	280	280	0.0	1.0
PfNF135_040020200	PF3D7_0414700	k	compared	100.0	631	631	0.0	1.0
PfNF135_040020600	PF3D7_0415100	k	compared	100.0	421	421	0.0	1.0
PfNF135_040022100	PF3D7_0416600	k	compared	100.0	287	287	0.0	1.0
PfNF135_040023500	PF3D7_0418000	j	compared	99.28263988522238	4844	4879	35.0	0.9928263988522238
PfNF135_040023700	PF3D7_0418200	k	compared	100.0	429	429	0.0	1.0
PfNF135_040024200	PF3D7_0418700	k	compared	100.0	573	573	0.0	1.0
PfNF135_040024700	PF3D7_0419200	k	compared	100.0	136	136	0.0	1.0
PfNF135_040025200	PF3D7_0419700	k	compared	100.0	325	325	0.0	1.0
PfNF135_040025600	PF3D7_0420100	k	compared	100.0	580	580	0.0	1.0
PfNF135_040025700	PF3D7_0420200	k	compared	100.0	594	594	0.0	1.0
PfNF135_040026900	PF3D7_0422100	k	compared	100.0	389	389	0.0	1.0
PfNF135_040027500	PF3D7_0422700	k	compared	100.0	390	390	0.0	1.0
PfNF135_040027800	PF3D7_0423000	k	compared	100.0	263	263	0.0	1.0
PfNF135_040028200	PF3D7_0423400	k	compared	100.0	216	216	0.0	1.0
PfNF135_040030200:pseudogene	PF3D7_0425400	o	query_missing		0	231		
PfNF135_040005700	PF3D7_1000300	j	compared	100.0	318	318	0.0	1.0
PfNF135_040006200:pseudogene	PF3D7_1200500	k	query_missing		0	358		
PfNF135_040006600:pseudogene	PF3D7_0101800	o	query_missing		0	266		
PfNF135_040009500:pseudogene	PF3D7_0403600	o	both_missing		0	0		
PfNF135_040009700:pseudogene	PF3D7_0403800	k	both_missing		0	0		
PfNF135_040010800	PF3D7_0404900	k	compared	100.0	378	378	0.0	1.0
PfNF135_040012700:pseudogene	PF3D7_0406900	k	both_missing		0	0		
PfNF135_040013200	PF3D7_0407400	k	compared	100.0	102	102	0.0	1.0
PfNF135_040013700	PF3D7_0407900	k	compared	100.0	662	662	0.0	1.0
PfNF135_040015800	PF3D7_0410000	k	compared	1.2376237623762376	808	10	798.0	0.012376237623762377
PfNF135_040016100:pseudogene	PF3D7_0410300	k	query_missing		0	19		
PfNF135_040016500	PF3D7_0410700	k	compared	100.0	957	957	0.0	1.0
PfNF135_040017700:pseudogene	PF3D7_0411900	o	both_missing		0	0		
PfNF135_040017900	PF3D7_0412100	k	compared	100.0	336	336	0.0	1.0
PfNF135_040019200	PF3D7_0413700	k	compared	100.0	338	338	0.0	1.0
PfNF135_040020300	PF3D7_0414800	k	compared	100.0	199	199	0.0	1.0
PfNF135_040020900	PF3D7_0415400	k	compared	100.0	208	208	0.0	1.0
PfNF135_040021100	PF3D7_0415600	k	compared	100.0	229	229	0.0	1.0
PfNF135_040021700	PF3D7_0416200	k	compared	100.0	207	207	0.0	1.0
PfNF135_040022000	PF3D7_0416500	k	compared	100.0	389	389	0.0	1.0
PfNF135_040022200	PF3D7_0416700	k	compared	100.0	89	89	0.0	1.0
PfNF135_040023000	PF3D7_0417500	k	compared	100.0	22	22	0.0	1.0
PfNF135_040023300	PF3D7_0417800	k	compared	100.0	729	729	0.0	1.0
PfNF135_040023800	PF3D7_0418300	k	compared	100.0	1005	1005	0.0	1.0
PfNF135_040025000	PF3D7_0419500	k	compared	100.0	536	536	0.0	1.0
PfNF135_040025300	PF3D7_0419800	k	compared	100.0	236	236	0.0	1.0
PfNF135_040027400	PF3D7_0422600	k	compared	100.0	140	140	0.0	1.0
PfNF135_040028100	PF3D7_0423300	k	compared	100.0	468	468	0.0	1.0
PfNF135_040028500	PF3D7_0423700	k	compared	100.0	136	136	0.0	1.0
PfNF135_040029300	PF3D7_0424600	k	compared	100.0	246	246	0.0	1.0
PfNF135_050007100	PF3D7_0501300	k	compared	100.0	333	333	0.0	1.0
PfNF135_050008000	PF3D7_0502200	k	compared	100.0	443	443	0.0	1.0
PfNF135_050008600	PF3D7_0502800	k	compared	100.0	137	137	0.0	1.0
PfNF135_050009200	PF3D7_0503400	k	compared	100.0	122	122	0.0	1.0
PfNF135_050010300	PF3D7_0504600	k	compared	100.0	381	381	0.0	1.0
PfNF135_050011000	PF3D7_0505300	k	compared	100.0	627	627	0.0	1.0
PfNF135_050011300	PF3D7_0505600	k	compared	100.0	333	333	0.0	1.0
PfNF135_050012400	PF3D7_0506800	k	compared	100.0	929	929	0.0	1.0
PfNF135_050013200	PF3D7_0507600	k	compared	100.0	654	654	0.0	1.0
PfNF135_050013400	PF3D7_0507800	k	compared	100.0	1510	1510	0.0	1.0
PfNF135_050013900	PF3D7_0508300	k	compared	100.0	342	342	0.0	1.0
PfNF135_050015500	PF3D7_0509900	k	compared	100.0	314	314	0.0	1.0
PfNF135_050015800	PF3D7_0510200	k	compared	100.0	748	748	0.0	1.0
PfNF135_050016000	PF3D7_0510400	k	compared	100.0	439	439	0.0	1.0
PfNF135_050016400:pseudogene	PF3D7_0510800	j	query_missing		0	642		
PfNF135_050016600	PF3D7_0511100	k	compared	100.0	119	119	0.0	1.0
PfNF135_050018500	PF3D7_0513000	k	compared	100.0	269	269	0.0	1.0
PfNF135_050020400	PF3D7_0514900	k	compared	100.0	437	437	0.0	1.0
PfNF135_050021100	PF3D7_0515600	j	compared	96.2843295638126	1192	1238	46.0	0.962843295638126
PfNF135_050021800	PF3D7_0516300	k	compared	100.0	648	648	0.0	1.0
PfNF135_050024500	PF3D7_0519000	k	compared	100.0	293	293	0.0	1.0
PfNF135_050024600	PF3D7_0519100	k	compared	100.0	124	124	0.0	1.0
PfNF135_050025100	PF3D7_0519600	k	compared	100.0	715	715	0.0	1.0
PfNF135_050026400	PF3D7_0520900	k	compared	100.0	479	479	0.0	1.0
PfNF135_050027300:pseudogene	PF3D7_0521800	j	query_missing		0	635		
PfNF135_050027400	PF3D7_0521900	j	compared	91.22908251586843	1581	1733	152.0	0.9122908251586843
-	PF3D7_0522000	u	query_missing		0	107		
-	PF3D7_0522200	u	query_missing		0	116		
PfNF135_050027700	PF3D7_0522400	m	compared	99.73181720660801	9297	9322	25.0	0.9973181720660802
PfNF135_050027800:pseudogene	PF3D7_0522500	j	query_missing		0	166		
PfNF135_050027900	PF3D7_0522600	k	compared	100.0	483	483	0.0	1.0
PfNF135_050007300	PF3D7_0501500	k	compared	100.0	400	400	0.0	1.0
PfNF135_050007400	PF3D7_0501600	k	compared	100.0	398	398	0.0	1.0
PfNF135_050007900	PF3D7_0502100	k	compared	100.0	234	234	0.0	1.0
PfNF135_050008100	PF3D7_0502300	k	compared	100.0	287	287	0.0	1.0
PfNF135_050008200	PF3D7_0502400	k	compared	100.0	583	583	0.0	1.0
PfNF135_050009100	PF3D7_0503300	k	compared	100.0	308	308	0.0	1.0
PfNF135_050012500	PF3D7_0506900	k	compared	100.0	757	757	0.0	1.0
PfNF135_050012600	PF3D7_0507000	k	both_missing		0	0		
PfNF135_050012700	PF3D7_0507100	k	compared	100.0	411	411	0.0	1.0
PfNF135_050013000	PF3D7_0507400	k	compared	100.0	153	153	0.0	1.0
PfNF135_050013100	PF3D7_0507500	k	compared	100.0	688	688	0.0	1.0
PfNF135_050013300	PF3D7_0507700	k	compared	100.0	531	531	0.0	1.0
PfNF135_050013600	PF3D7_0508000	k	compared	100.0	349	349	0.0	1.0
PfNF135_050014400	PF3D7_0508800	k	compared	100.0	284	284	0.0	1.0
PfNF135_050016500	PF3D7_0511000	k	compared	100.0	171	171	0.0	1.0
PfNF135_050017100	PF3D7_0511600	k	compared	100.0	208	208	0.0	1.0
PfNF135_050017800	PF3D7_0512300	k	compared	100.0	260	260	0.0	1.0
PfNF135_050018200	PF3D7_0512700	k	compared	100.0	281	281	0.0	1.0
PfNF135_050018800	PF3D7_0513300	k	compared	100.0	245	245	0.0	1.0
PfNF135_050019300	PF3D7_0513800	k	compared	100.0	207	207	0.0	1.0
PfNF135_050020500	PF3D7_0515000	k	compared	100.0	843	843	0.0	1.0
PfNF135_050021200	PF3D7_0515700	k	compared	100.0	456	456	0.0	1.0
PfNF135_050021300	PF3D7_0515800	k	compared	100.0	84	84	0.0	1.0
PfNF135_050021400	PF3D7_0515900	k	compared	100.0	328	328	0.0	1.0
PfNF135_050021900	PF3D7_0516400	k	compared	100.0	335	335	0.0	1.0
PfNF135_050022100	PF3D7_0516600	k	compared	100.0	1604	1604	0.0	1.0
PfNF135_050022600	PF3D7_0517100	k	compared	100.0	476	476	0.0	1.0
PfNF135_050023100	PF3D7_0517600	k	compared	100.0	292	292	0.0	1.0
PfNF135_050023700	PF3D7_0518200	k	compared	100.0	131	131	0.0	1.0
PfNF135_050024200:pseudogene	PF3D7_0518700	j	query_missing		0	896		
PfNF135_050025400	PF3D7_0519900	k	compared	100.0	524	524	0.0	1.0
PfNF135_050025700	PF3D7_0520200	k	compared	100.0	697	697	0.0	1.0
PfNF135_050025900	PF3D7_0520400	k	compared	100.0	301	301	0.0	1.0
PfNF135_050026000	PF3D7_0520500	k	compared	100.0	310	310	0.0	1.0
PfNF135_050027100	PF3D7_0521600	k	compared	100.0	96	96	0.0	1.0
PfNF135_050027500	PF3D7_0522100	k	compared	100.0	762	762	0.0	1.0
PfNF135_000005500	PF3D7_0523000	k	compared	100.0	1418	1418	0.0	1.0
PfNF135_050029000	PF3D7_0523400	k	compared	100.0	533	533	0.0	1.0
PfNF135_050029400	PF3D7_0523800	k	compared	100.0	681	681	0.0	1.0
PfNF135_050029600	PF3D7_0524000	k	compared	100.0	1123	1123	0.0	1.0
PfNF135_050030100	PF3D7_0524500	k	compared	100.0	123	123	0.0	1.0
PfNF135_050030200	PF3D7_0524600	k	compared	100.0	257	257	0.0	1.0
PfNF135_050030600	PF3D7_0525000	k	compared	100.0	704	704	0.0	1.0
PfNF135_050030700	PF3D7_0525100	k	compared	100.0	673	673	0.0	1.0
PfNF135_050031400	PF3D7_0525800	k	compared	100.0	300	300	0.0	1.0
PfNF135_050031700	PF3D7_0526100	k	compared	100.0	409	409	0.0	1.0
PfNF135_050032000	PF3D7_0526400	k	compared	100.0	361	361	0.0	1.0
PfNF135_050033000	PF3D7_0527400	k	compared	100.0	175	175	0.0	1.0
PfNF135_050036000:pseudogene	PF3D7_0530500	j	query_missing		0	1009		
-	PF3D7_0530800	u	query_missing		0	254		
PfNF135_050037200	PF3D7_0532100	k	compared	100.0	181	181	0.0	1.0
PfNF135_050038600:pseudogene	PF3D7_1300900	o	query_missing		0	289		
PfNF135_050029500	PF3D7_0523900	k	compared	100.0	150	150	0.0	1.0
PfNF135_050029800	PF3D7_0524200	k	compared	100.0	49	49	0.0	1.0
PfNF135_050029900	PF3D7_0524300	k	compared	100.0	406	406	0.0	1.0
PfNF135_050030000	PF3D7_0524400	k	compared	100.0	365	365	0.0	1.0
PfNF135_050030300	PF3D7_0524700	k	compared	100.0	105	105	0.0	1.0
PfNF135_050031900	PF3D7_0526300	k	compared	100.0	323	323	0.0	1.0
PfNF135_050032400	PF3D7_0526800	k	compared	100.0	366	366	0.0	1.0
PfNF135_050032700	PF3D7_0527100	k	compared	100.0	73	73	0.0	1.0
PfNF135_050033600	PF3D7_0528000	k	compared	100.0	124	124	0.0	1.0
PfNF135_050033900	PF3D7_0528300	k	compared	100.0	496	496	0.0	1.0
PfNF135_050034100	PF3D7_0528600	x	compared	18.05157593123209	307	105	202.0	0.34201954397394135
PfNF135_050034200	PF3D7_0528700	k	compared	100.0	204	204	0.0	1.0
PfNF135_050034300	PF3D7_0528800	k	compared	100.0	537	537	0.0	1.0
PfNF135_050034500	PF3D7_0529000	k	compared	100.0	719	719	0.0	1.0
PfNF135_050035500	PF3D7_0530000	k	compared	100.0	97	97	0.0	1.0
PfNF135_050035700	PF3D7_0530200	k	compared	100.0	524	524	0.0	1.0
PfNF135_050036700	PF3D7_0531200	k	compared	100.0	213	213	0.0	1.0
PfNF135_060006600	PF3D7_0602500	k	compared	100.0	379	379	0.0	1.0
PfNF135_060007100	PF3D7_0603000	k	compared	100.0	592	592	0.0	1.0
PfNF135_060007300	PF3D7_0603200	k	compared	100.0	471	471	0.0	1.0
PfNF135_060007600	PF3D7_0603500	k	compared	100.0	441	441	0.0	1.0
PfNF135_060007800	PF3D7_0603700	k	compared	100.0	443	443	0.0	1.0
PfNF135_060009200	PF3D7_0605000	k	compared	100.0	194	194	0.0	1.0
PfNF135_060009300	PF3D7_0605100	k	compared	100.0	754	754	0.0	1.0
PfNF135_060010500	PF3D7_0606300	k	compared	100.0	122	122	0.0	1.0
PfNF135_060011200	PF3D7_0607000	k	compared	100.0	977	977	0.0	1.0
PfNF135_060013100	PF3D7_0608800	k	compared	100.0	414	414	0.0	1.0
PfNF135_060013800:pseudogene	PF3D7_0609500	j	query_missing		0	1067		
PfNF135_060014600	PF3D7_0610400	k	compared	100.0	136	136	0.0	1.0
PfNF135_060016500	PF3D7_0612300	k	compared	100.0	118	118	0.0	1.0
PfNF135_060016600	PF3D7_0612400	k	compared	100.0	236	236	0.0	1.0
PfNF135_060017100	PF3D7_0612900	k	compared	100.0	686	686	0.0	1.0
PfNF135_060018600	PF3D7_0614400	k	compared	100.0	255	255	0.0	1.0
PfNF135_060019200	PF3D7_0615000	k	compared	100.0	146	146	0.0	1.0
PfNF135_060019700	PF3D7_0615500	k	compared	100.0	706	706	0.0	1.0
PfNF135_060021000	PF3D7_0616800	k	compared	100.0	521	521	0.0	1.0
PfNF135_060022100	PF3D7_0617900	k	compared	100.0	136	136	0.0	1.0
PfNF135_060022200	PF3D7_0618000	k	compared	100.0	791	791	0.0	1.0
PfNF135_060022700	PF3D7_0618500	k	compared	100.0	313	313	0.0	1.0
PfNF135_060023300	PF3D7_0619100	k	compared	100.0	333	333	0.0	1.0
PfNF135_060023400:pseudogene	PF3D7_0619200	o	query_missing		0	1058		
PfNF135_060024100	PF3D7_0619900	k	compared	100.0	233	233	0.0	1.0
PfNF135_060024700	PF3D7_0620500	k	compared	100.0	650	650	0.0	1.0
PfNF135_060024800	PF3D7_0620600	k	compared	100.0	294	294	0.0	1.0
PfNF135_060025500	PF3D7_0621300	k	compared	100.0	788	788	0.0	1.0
PfNF135_060026600:pseudogene	PF3D7_0622300	o	query_missing		0	838		
PfNF135_060026700	PF3D7_0622400	k	compared	100.0	128	128	0.0	1.0
-	PF3D7_0622600	u	query_missing		0	96		
PfNF135_060027400	PF3D7_0623200	k	compared	100.0	371	371	0.0	1.0
PfNF135_060028100	PF3D7_0623900	k	compared	100.0	288	288	0.0	1.0
PfNF135_060028200	PF3D7_0624000	k	compared	100.0	493	493	0.0	1.0
PfNF135_060028500	PF3D7_0624300	k	compared	77.83783783783784	144	185	41.0	0.7783783783783784
PfNF135_060029400	PF3D7_0625200	k	compared	100.0	387	387	0.0	1.0
PfNF135_060029700	PF3D7_0625500	k	compared	100.0	337	337	0.0	1.0
PfNF135_060029800	PF3D7_0625600	k	compared	100.0	631	631	0.0	1.0
PfNF135_060030900	PF3D7_0626700	k	compared	100.0	372	372	0.0	1.0
