PfDd2_020025100	PfDd2_020025100	-	PfHB3_070034800	PfIT_090005600	PfKH02_010019600,PfKH02_010019700	-	-	PfGB4_010005800,PfGB4_010005900	PfKH01_000029500	PF3D7_0101700	-	PfGN01_010020100	PfCD01_010006200	PfSN01_140007300	-	PfNF54_010006900:pseudogene	
PfDd2_050038200	PfDd2_050038200	-	PfHB3_010005700	PfIT_090005700	-	PfKE01_040007300	-	PfGB4_010006000	PfKH01_000029600	PF3D7_0101800	-	-	PfCD01_010006300	PfSN01_070006200	-	PfNF54_010007000	
PF3D7_0101900	-	-	-	-	-	-	-	-	-	PF3D7_0101900	-	-	-	-	-	PfNF54_010007100	
PfDd2_010005800	PfDd2_010005800	Pf7G8_010006200	PfHB3_010006200	PfIT_010005500	PfKH02_010005900	PfKE01_140083600	Pf7G8-2_000036100:pseudogene	PfGB4_010006300	PfKH01_010007200	PF3D7_0102000	PfGA01_010006400	PfGN01_140084500	PfCD01_140084400	PfSN01_000009700	PfNF166_010005500:pseudogene	PfNF54_010007200:pseudogene	
PfDd2_010005900	PfDd2_010005900	Pf7G8_010006300	PfHB3_010006300	PfIT_010005600	PfKH02_010006000	PfKE01_140083500	Pf7G8-2_000036200	PfGB4_010006400	PfKH01_010007300	PF3D7_0102100	PfGA01_010006500	PfGN01_140084400	PfCD01_010006600	PfSN01_000009800	PfNF166_140081800	PfNF54_010007300	
PfDd2_010006000	PfDd2_010006000	Pf7G8_010006400	PfHB3_010006400	PfIT_010005700	PfKH02_010006100	PfKE01_010005500	Pf7G8-2_000036300	PfGB4_010006500	PfKH01_010007400	PF3D7_0102200	PfGA01_010006600	PfGN01_140084300	PfCD01_010006700	PfSN01_000009900	PfNF166_140081700:pseudogene	PfNF54_010007400:pseudogene	
PfDd2_010006100	PfDd2_010006100	Pf7G8_010006500	PfHB3_010006500	PfIT_010005800	PfKH02_010006200	PfKE01_010005600	Pf7G8-2_000036400	PfGB4_010006600	PfKH01_010007500	PF3D7_0102300	PfGA01_010006700	PfGN01_010006800	PfCD01_010006800	PfSN01_010005200	PfNF166_010006400	PfNF54_010007500	
PfDd2_010006200	PfDd2_010006200	Pf7G8_010006600	PfHB3_010006600	PfIT_010005900	PfKH02_010006300	PfKE01_010005700	Pf7G8-2_000036500	PfGB4_010006700	PfKH01_010007600	PF3D7_0102400	PfGA01_010006800	PfGN01_010006900	PfCD01_010006900	PfSN01_010005300	PfNF166_010006500	PfNF54_010007600:pseudogene	
PfDd2_010006300	PfDd2_010006300	Pf7G8_010006700	PfHB3_010006700	PfIT_010006000	PfKH02_010006400	PfKE01_010005800	Pf7G8-2_000036600	PfGB4_010006800	PfKH01_010007700	PF3D7_0102500	PfGA01_010006900	PfGN01_010007000	PfCD01_010007000	PfSN01_010005400	PfNF166_010006600:pseudogene	PfNF54_010007700	
PfDd2_010006400	PfDd2_010006400	Pf7G8_010006800	PfHB3_010006800	PfIT_010006100	PfKH02_010006500	PfKE01_010005900	Pf7G8-2_000036700	PfGB4_010006900	PfKH01_010007800	PF3D7_0102600	PfGA01_010007000	PfGN01_010007100	PfCD01_010007100	PfSN01_010005500	PfNF166_010006700	PfNF54_010007800	
PfDd2_010006500	PfDd2_010006500	Pf7G8_010006900	PfHB3_010006900	PfIT_010006200	PfKH02_010006600	PfKE01_010006000	Pf7G8-2_000036800	PfGB4_010007000	PfKH01_010007900	PF3D7_0102700	PfGA01_010007100	PfGN01_010007200	PfCD01_010007200	PfSN01_010005600	PfNF166_010006800	PfNF54_010007900	
PfDd2_010006600	PfDd2_010006600	Pf7G8_010007000	PfHB3_010007000	PfIT_010006300	PfKH02_010006700	PfKE01_010006100	Pf7G8-2_000036900	PfGB4_010007100	PfKH01_010008000	PF3D7_0102800	PfGA01_010007200	PfGN01_010007300	PfCD01_010007300	PfSN01_010005700	PfNF166_010006900	PfNF54_010008000	
PfDd2_010006700	PfDd2_010006700	Pf7G8_010007100	PfHB3_010007100	PfIT_010006400	PfKH02_010006800	PfKE01_010006200	Pf7G8-2_000037000	PfGB4_010007200	PfKH01_010008100	PF3D7_0102900	PfGA01_010007300	PfGN01_010007400	PfCD01_010007400	PfSN01_010005800	PfNF166_010007000	PfNF54_010008100	
PfDd2_010006800	PfDd2_010006800	Pf7G8_010007200	PfHB3_010007200	PfIT_010006500	PfKH02_010006900	PfKE01_010006300	Pf7G8-2_000037100	PfGB4_010007300	PfKH01_010008200	PF3D7_0103000	PfGA01_010007400	PfGN01_010007500	PfCD01_010007500	PfSN01_010005900	PfNF166_010007100	PfNF54_010008200	
PfDd2_010006900	PfDd2_010006900	Pf7G8_010007300	PfHB3_010007300	PfIT_010006600	PfKH02_010007000	PfKE01_010006400	Pf7G8-2_000037200	PfGB4_010007400	PfKH01_010008300	PF3D7_0103100	PfGA01_010007500	PfGN01_010007600	PfCD01_010007600	PfSN01_010006000	PfNF166_010007200	PfNF54_010008300	
PfDd2_010007000	PfDd2_010007000	Pf7G8_010007400	PfHB3_010007400	PfIT_010006700	PfKH02_010007100	PfKE01_010006500	Pf7G8-2_000037300	PfGB4_010007500	PfKH01_010008400	PF3D7_0103200	PfGA01_010007600	PfGN01_010007700	PfCD01_010007700	PfSN01_010006100	PfNF166_010007300	PfNF54_010008400	
PfDd2_010007100	PfDd2_010007100	Pf7G8_010007500	PfHB3_010007500	PfIT_010006800	PfKH02_010007200	PfKE01_010006600	Pf7G8-2_000037400	PfGB4_010007600	PfKH01_010008500	PF3D7_0103300	PfGA01_010007700	PfGN01_010007800	PfCD01_010007800	PfSN01_010006200	PfNF166_010007400	PfNF54_010008500	
PfDd2_010007200	PfDd2_010007200	Pf7G8_010007600	PfHB3_010007600	PfIT_010006900	PfKH02_010007300	PfKE01_010006700	Pf7G8-2_000037500:pseudogene	PfGB4_010007700	PfKH01_010008600	PF3D7_0103400	PfGA01_010007800	PfGN01_010007900	PfCD01_010007900	PfSN01_010006300	PfNF166_010007500	PfNF54_010008600	
PfDd2_010007300	PfDd2_010007300	Pf7G8_010007700	PfHB3_010007700	PfIT_010007000	PfKH02_010007400	PfKE01_010006800	Pf7G8-2_000037600	PfGB4_010007800	PfKH01_010008700	PF3D7_0103500	PfGA01_010007900	PfGN01_010008000	PfCD01_010008000	PfSN01_010006400	PfNF166_010007600	PfNF54_010008700:pseudogene	
PfDd2_010007400	PfDd2_010007400	Pf7G8_010007800	PfHB3_010007800	PfIT_010007100	PfKH02_010007500	PfKE01_010006900	Pf7G8-2_000037700	PfGB4_010007900	PfKH01_010008800	PF3D7_0103600	PfGA01_010008000	PfGN01_010008100	PfCD01_010008100	PfSN01_010006500	PfNF166_010007700:pseudogene	PfNF54_010008800	
PfDd2_010007500	PfDd2_010007500	Pf7G8_010007900	PfHB3_010007900	PfIT_010007200	PfKH02_010007600	PfKE01_010007000	Pf7G8-2_000037800	PfGB4_010008000	PfKH01_010008900	PF3D7_0103700	PfGA01_010008100	PfGN01_010008200	PfCD01_010008200	PfSN01_010006600	PfNF166_010007800	PfNF54_010008900	
PfDd2_010007600	PfDd2_010007600	Pf7G8_010008000	PfHB3_010008000	PfIT_010007300	PfKH02_010007700	PfKE01_010007100	Pf7G8-2_000037900	PfGB4_010008100	PfKH01_010009000	PF3D7_0103800	PfGA01_010008200	PfGN01_010008300	PfCD01_010008300	PfSN01_010006700	PfNF166_010007900	PfNF54_010009000	
PfDd2_010007700	PfDd2_010007700	Pf7G8_010008100	PfHB3_010008100	PfIT_010007400	PfKH02_010007800	PfKE01_010007200	Pf7G8-2_000038000	PfGB4_010008200	PfKH01_010009100	PF3D7_0103900	PfGA01_010008300	PfGN01_010008400	PfCD01_010008400	PfSN01_010006800	PfNF166_010008000	PfNF54_010009100	
PfDd2_010007800	PfDd2_010007800	Pf7G8_010008200	PfHB3_010008200	PfIT_010007500	PfKH02_010007900	PfKE01_010007300	Pf7G8-2_000038100	PfGB4_010008300	PfKH01_010009200	PF3D7_0104000	PfGA01_010008400	PfGN01_010008500	PfCD01_010008500	PfSN01_010006900	PfNF166_010008100	PfNF54_010009200	
PfDd2_010007900	PfDd2_010007900	Pf7G8_010008300	PfHB3_010008300	PfIT_010007600	PfKH02_010008000	PfKE01_010007400	Pf7G8-2_000038200	PfGB4_010008400	PfKH01_010009300	PF3D7_0104100	PfGA01_010008500	PfGN01_010008600	PfCD01_010008600	PfSN01_010007000	PfNF166_010008200:pseudogene	PfNF54_010009300	
PfDd2_010008000	PfDd2_010008000	Pf7G8_010008400	PfHB3_010008400	PfIT_010007700	PfKH02_010008100	PfKE01_010007500	Pf7G8-2_000038300	PfGB4_010008500	PfKH01_010009400	PF3D7_0104200	PfGA01_010008600	PfGN01_010008700	PfCD01_010008700	PfSN01_010007100	PfNF166_010008300	PfNF54_010009400	
PfDd2_010008100	PfDd2_010008100	Pf7G8_010008500	PfHB3_010008500	PfIT_010007800	PfKH02_010008200	PfKE01_010007600	Pf7G8-2_000038400:pseudogene	PfGB4_010008600	PfKH01_010009500	PF3D7_0104300	PfGA01_010008700	PfGN01_010008800	PfCD01_010008800	PfSN01_010007200	PfNF166_010008400:pseudogene	PfNF54_010009500	
PfDd2_010008200	PfDd2_010008200	Pf7G8_010008600	PfHB3_010008600	PfIT_010007900	PfKH02_010008300	PfKE01_010007700	Pf7G8-2_000038500	PfGB4_010008700	PfKH01_010009600	PF3D7_0104400	PfGA01_010008800	PfGN01_010008900	PfCD01_010008900	PfSN01_010007300	PfNF166_010008500	PfNF54_010009600	
PfDd2_010008300	PfDd2_010008300	Pf7G8_010008700	PfHB3_010008700	PfIT_010008000	PfKH02_010008400	PfKE01_010007800	Pf7G8-2_000038600	PfGB4_010008800	PfKH01_010009700	PF3D7_0104500	PfGA01_010008900	PfGN01_010009000	PfCD01_010009000	PfSN01_010007400	PfNF166_010008600	PfNF54_010009700	
PfDd2_010008400	PfDd2_010008400	Pf7G8_010008800	PfHB3_010008800	PfIT_010008100	PfKH02_010008500	PfKE01_010007900	Pf7G8-2_000038700	PfGB4_010008900	PfKH01_010009800	PF3D7_0104600	PfGA01_010009000	PfGN01_010009100	PfCD01_010009100	PfSN01_010007500	PfNF166_010008700	PfNF54_010009800	
PfDd2_010008500	PfDd2_010008500	Pf7G8_010008900	PfHB3_010008900	PfIT_010008200	PfKH02_010008600	PfKE01_010008000	Pf7G8-2_000038800	PfGB4_010009000	PfKH01_010009900	PF3D7_0104700	PfGA01_010009100	PfGN01_010009200	PfCD01_010009200	PfSN01_010007600	PfNF166_010008800	PfNF54_010009900	
PfDd2_010008600	PfDd2_010008600	Pf7G8_010009000	PfHB3_010009000	PfIT_010008300	PfKH02_010008700	PfKE01_010008100	Pf7G8-2_000038900	PfGB4_010009100	PfKH01_010010000	PF3D7_0104800	PfGA01_010009200	PfGN01_010009300	PfCD01_010009300	PfSN01_010007700	PfNF166_010008900	PfNF54_010010000	
PfDd2_010008700	PfDd2_010008700	Pf7G8_010009100	PfHB3_010009100	PfIT_010008400	PfKH02_010008800	PfKE01_010008200	Pf7G8-2_000039000	PfGB4_010009200	PfKH01_010010100	PF3D7_0105100	PfGA01_010009300	PfGN01_010009400	PfCD01_010009400	PfSN01_010007800	PfNF166_010009000	PfNF54_010010100	
PfDd2_010008800	PfDd2_010008800	Pf7G8_010009200	PfHB3_010009200	PfIT_010008500	PfKH02_010008900	PfKE01_010008300	Pf7G8-2_000039100	PfGB4_010009300	PfKH01_010010200	PF3D7_0105200	PfGA01_010009400	PfGN01_010009500	PfCD01_010009500	PfSN01_010007900	PfNF166_010009100	PfNF54_010010200	
PfDd2_010008900	PfDd2_010008900	Pf7G8_010009300	PfHB3_010009300	PfIT_010008600	PfKH02_010009000	PfKE01_010008400	Pf7G8-2_000039200	PfGB4_010009400	PfKH01_010010300	PF3D7_0105300	PfGA01_010009500	PfGN01_010009600	PfCD01_010009600	PfSN01_010008000	PfNF166_010009200	PfNF54_010010300	
PfDd2_010009000	PfDd2_010009000	Pf7G8_010009400	PfHB3_010009400	PfIT_010008700	PfKH02_010009100	PfKE01_010008500	Pf7G8-2_000039300	PfGB4_010009500	PfKH01_010010400	PF3D7_0105400	PfGA01_010009600	PfGN01_010009700	PfCD01_010009700	PfSN01_010008100	PfNF166_010009300	PfNF54_010010400	
PfDd2_010009100	PfDd2_010009100	Pf7G8_010009500	PfHB3_010009500	PfIT_010008800	PfKH02_010009200	PfKE01_010008600	Pf7G8-2_000039400	PfGB4_010009600	PfKH01_010010500	PF3D7_0105500	PfGA01_010009700	PfGN01_010009800	PfCD01_010009800	PfSN01_010008200	PfNF166_010009400	PfNF54_010010500	
PfDd2_010009200	PfDd2_010009200	Pf7G8_010009600	PfHB3_010009600	PfIT_010008900	PfKH02_010009300	PfKE01_010008700	Pf7G8-2_000039500	PfGB4_010009700	PfKH01_010010600	PF3D7_0105600	PfGA01_010009800	PfGN01_010009900	PfCD01_010009900	PfSN01_010008300	PfNF166_010009500	PfNF54_010010600	
PfDd2_010009300	PfDd2_010009300	Pf7G8_010009700	PfHB3_010009700	PfIT_010009000	PfKH02_010009400	PfKE01_010008800	Pf7G8-2_000039600	PfGB4_010009800	PfKH01_010010700	PF3D7_0105700	PfGA01_010009900	PfGN01_010010000	PfCD01_010010000	PfSN01_010008400	PfNF166_010009600	PfNF54_010010700	
PfDd2_010009400	PfDd2_010009400	Pf7G8_010009800	PfHB3_010009800	PfIT_010009100	PfKH02_010009500	PfKE01_010008900	Pf7G8-2_000039700	PfGB4_010009900	PfKH01_010010800	PF3D7_0105800	PfGA01_010010000	PfGN01_010010100	PfCD01_010010100	PfSN01_010008500	PfNF166_010009700	PfNF54_010010800	
PfDd2_010009500	PfDd2_010009500	Pf7G8_010009900	PfHB3_010009900	PfIT_010009200	PfKH02_010009600	PfKE01_010009000	Pf7G8-2_000039800	PfGB4_010010000	PfKH01_010010900	PF3D7_0105900	PfGA01_010010100	PfGN01_010010200	PfCD01_010010200	PfSN01_010008600	PfNF166_010009800	PfNF54_010010900	
PfDd2_010009600	PfDd2_010009600	Pf7G8_010010000	PfHB3_010010000	PfIT_010009300	PfKH02_010009700	PfKE01_010009100	Pf7G8-2_000039900:pseudogene	PfGB4_010010100	PfKH01_010011000	PF3D7_0106000	PfGA01_010010200	PfGN01_010010300	PfCD01_010010300	PfSN01_010008700	PfNF166_010009900	PfNF54_010011000	
PfDd2_010009700	PfDd2_010009700	Pf7G8_010010100	PfHB3_010010100	PfIT_010009400	PfKH02_010009800	PfKE01_010009200	Pf7G8-2_000040000	PfGB4_010010200	PfKH01_010011100	PF3D7_0106100	PfGA01_010010300	PfGN01_010010400	PfCD01_010010400	PfSN01_010008800	PfNF166_010010000	PfNF54_010011100	
PfDd2_010009800	PfDd2_010009800	Pf7G8_010010200	PfHB3_010010200	PfIT_010009500	PfKH02_010009900	PfKE01_010009300	Pf7G8-2_000040100	PfGB4_010010300	PfKH01_010011200	PF3D7_0106200	PfGA01_010010400	PfGN01_010010500	PfCD01_010010500	PfSN01_010008900	PfNF166_010010100	PfNF54_010011200	
PfDd2_010009900	PfDd2_010009900	Pf7G8_010010300	PfHB3_010010300	PfIT_010009600	PfKH02_010010000	PfKE01_010009400	Pf7G8-2_000040200	PfGB4_010010400	PfKH01_010011300	PF3D7_0106300	PfGA01_010010500	PfGN01_010010600	PfCD01_010010600	PfSN01_010009000	PfNF166_010010200	PfNF54_010011300	
PfDd2_010010000	PfDd2_010010000	Pf7G8_010010400	PfHB3_010010400	PfIT_010009700	PfKH02_010010100	PfKE01_010009500	Pf7G8-2_000040300	PfGB4_010010500	PfKH01_010011400	PF3D7_0106400	PfGA01_010010600	PfGN01_010010700	PfCD01_010010700	PfSN01_010009100	PfNF166_010010300	PfNF54_010011400	
PfDd2_010010100	PfDd2_010010100	Pf7G8_010010500	PfHB3_010010500	PfIT_010009800	PfKH02_010010200	PfKE01_010009600	Pf7G8-2_000040400	PfGB4_010010600	PfKH01_010011500	PF3D7_0106500	PfGA01_010010700	PfGN01_010010800	PfCD01_010010800	PfSN01_010009200	PfNF166_010010400	PfNF54_010011500	
PfDd2_010010200	PfDd2_010010200	Pf7G8_010010600	PfHB3_010010600	PfIT_010009900	PfKH02_010010300	PfKE01_010009700	Pf7G8-2_000040500	PfGB4_010010700	PfKH01_010011600	PF3D7_0106600	PfGA01_010010800	PfGN01_010010900	PfCD01_010010900	PfSN01_010009300	PfNF166_010010500	PfNF54_010011600	
PfDd2_010010300	PfDd2_010010300	Pf7G8_010010700	PfHB3_010010700	PfIT_010010000	PfKH02_010010400	PfKE01_010009800	Pf7G8-2_000040600	PfGB4_010010800	PfKH01_010011700	PF3D7_0106700	PfGA01_010010900	PfGN01_010011000	PfCD01_010011000	PfSN01_010009400	PfNF166_010010600	PfNF54_010011700	
PfDd2_010010400	PfDd2_010010400	Pf7G8_010010800	PfHB3_010010800	PfIT_010010100	PfKH02_010010500	PfKE01_010009900	Pf7G8-2_000040700	PfGB4_010010900	PfKH01_010011800	PF3D7_0106800	PfGA01_010011000	PfGN01_010011100	PfCD01_010011100	PfSN01_010009500	PfNF166_010010700	PfNF54_010011800	
PfDd2_010010500	PfDd2_010010500	Pf7G8_010010900	PfHB3_010010900	PfIT_010010200	PfKH02_010010600	PfKE01_010010000	Pf7G8-2_000040800	PfGB4_010011000	PfKH01_010011900	PF3D7_0106900	PfGA01_010011100	PfGN01_010011200	PfCD01_010011200	PfSN01_010009600	PfNF166_010010800	PfNF54_010011900	
PfDd2_010010600	PfDd2_010010600	Pf7G8_010011000	PfHB3_010011000	PfIT_010010300	PfKH02_010010700	PfKE01_010010100	Pf7G8-2_000040900	PfGB4_010011100	PfKH01_010012000	PF3D7_0107000	PfGA01_010011200	PfGN01_010011300	PfCD01_010011300	PfSN01_010009700	PfNF166_010010900	PfNF54_010012000	
PfDd2_010010700	PfDd2_010010700	Pf7G8_010011100	PfHB3_010011100	PfIT_010010400	PfKH02_010010800	PfKE01_010010200	Pf7G8-2_000041000	PfGB4_010011200	PfKH01_010012100	PF3D7_0107100	PfGA01_010011300	PfGN01_010011400	PfCD01_010011400	PfSN01_010009800	PfNF166_010011000	PfNF54_010012100	
PfDd2_010010800	PfDd2_010010800	Pf7G8_010011200	PfHB3_010011200	PfIT_010010500	PfKH02_010010900	PfKE01_010010300	Pf7G8-2_000041100	PfGB4_010011300	PfKH01_010012200	PF3D7_0107200	PfGA01_010011400	PfGN01_010011500	PfCD01_010011500	PfSN01_010009900	PfNF166_010011100	PfNF54_010012200	
PfDd2_010010900	PfDd2_010010900	Pf7G8_010011300	PfHB3_010011300	PfIT_010010600	PfKH02_010011000	PfKE01_010010400	Pf7G8-2_000041200	PfGB4_010011400	PfKH01_010012300	PF3D7_0107300	PfGA01_010011500	PfGN01_010011600	PfCD01_010011600	PfSN01_010010000	PfNF166_010011200	PfNF54_010012300	
PfDd2_010011000	PfDd2_010011000	Pf7G8_010011400	PfHB3_010011400	PfIT_010010700	PfKH02_010011100	PfKE01_010010500	Pf7G8-2_000041300	PfGB4_010011500	PfKH01_010012400	PF3D7_0107400	PfGA01_010011600	PfGN01_010011700	PfCD01_010011700	PfSN01_010010100	PfNF166_010011300	PfNF54_010012400	
PfDd2_010011100	PfDd2_010011100	Pf7G8_010011500	PfHB3_010011500	PfIT_010010800	PfKH02_010011200	PfKE01_010010600	Pf7G8-2_000041400	PfGB4_010011600	PfKH01_010012500	PF3D7_0107500	PfGA01_010011700	PfGN01_010011800	PfCD01_010011800	PfSN01_010010200	PfNF166_010011400	PfNF54_010012500	
PfDd2_010011200	PfDd2_010011200	Pf7G8_010011600	PfHB3_010011600	PfIT_010010900	PfKH02_010011300	PfKE01_010010700	Pf7G8-2_000041500	PfGB4_010011700	PfKH01_010012600	PF3D7_0107600	PfGA01_010011800	PfGN01_010011900	PfCD01_010011900	PfSN01_010010300	PfNF166_010011500	PfNF54_010012600:pseudogene	
PfDd2_010011300	PfDd2_010011300	Pf7G8_010011700	PfHB3_010011700	PfIT_010011000	PfKH02_010011400	PfKE01_010010800	Pf7G8-2_000041600	PfGB4_010011800	PfKH01_010012700	PF3D7_0107700	PfGA01_010011900	PfGN01_010012000	PfCD01_010012000	PfSN01_010010400	PfNF166_010011600	PfNF54_010012700	
PfDd2_010011400	PfDd2_010011400	Pf7G8_010011800	PfHB3_010011800	PfIT_010011100	PfKH02_010011500	PfKE01_010010900	Pf7G8-2_000041700	PfGB4_010011900	PfKH01_010012800	PF3D7_0107800	PfGA01_010012000	PfGN01_010012100	PfCD01_010012100	PfSN01_010010500	PfNF166_010011700	PfNF54_010012800	
PfDd2_010011500	PfDd2_010011500	Pf7G8_010011900	PfHB3_010011900	PfIT_010011200	PfKH02_010011600	PfKE01_010011000	Pf7G8-2_000041800	PfGB4_010012000	PfKH01_010012900	PF3D7_0107900	PfGA01_010012100	PfGN01_010012200	PfCD01_010012200	PfSN01_010010600	PfNF166_010011800	PfNF54_010012900	
PfDd2_010011600	PfDd2_010011600	Pf7G8_010012000	PfHB3_010012000	PfIT_010011300	PfKH02_010011700	PfKE01_010011100	Pf7G8-2_000041900	PfGB4_010012100	PfKH01_010013000	PF3D7_0108000	PfGA01_010012200	PfGN01_010012300	PfCD01_010012300	PfSN01_010010700	PfNF166_010011900	PfNF54_010013000	
PfDd2_010011700	PfDd2_010011700	Pf7G8_010012100	PfHB3_010012100	PfIT_010011400	PfKH02_010011800	PfKE01_010011200	Pf7G8-2_000042000	PfGB4_010012200	PfKH01_010013100	PF3D7_0108100	PfGA01_010012300	PfGN01_010012400	PfCD01_010012400	PfSN01_010010800	PfNF166_010012000	PfNF54_010013100	
PfDd2_010011800	PfDd2_010011800	Pf7G8_010012200	PfHB3_010012200	PfIT_010011500	PfKH02_010011900	PfKE01_010011300	Pf7G8-2_000042100	PfGB4_010012300	PfKH01_010013200	PF3D7_0108300	PfGA01_010012400	PfGN01_010012500	PfCD01_010012500	PfSN01_010010900	PfNF166_010012100	PfNF54_010013200	
PfDd2_010011900	PfDd2_010011900	Pf7G8_010012300	PfHB3_010012300	PfIT_010011600	PfKH02_010012000	PfKE01_010011400	Pf7G8-2_000042200	PfGB4_010012400	PfKH01_010013300	PF3D7_0108400	PfGA01_010012500	PfGN01_010012600	PfCD01_010012600	PfSN01_010011000	PfNF166_010012200	PfNF54_010013300	
PfDd2_010012000	PfDd2_010012000	Pf7G8_010012400	PfHB3_010012400	PfIT_010011700	PfKH02_010012100	PfKE01_010011500	Pf7G8-2_000042300	PfGB4_010012500	PfKH01_010013400	PF3D7_0108500	PfGA01_010012600	PfGN01_010012700	PfCD01_010012700	PfSN01_010011100	PfNF166_010012300	PfNF54_010013400	
PfDd2_010012100	PfDd2_010012100	Pf7G8_010012500	PfHB3_010012500	PfIT_010011800	PfKH02_010012200	PfKE01_010011600	Pf7G8-2_000042400	PfGB4_010012600	PfKH01_010013500	PF3D7_0108600	PfGA01_010012700	PfGN01_010012800	PfCD01_010012800	PfSN01_010011200	PfNF166_010012400	PfNF54_010013500	
PfDd2_010012200	PfDd2_010012200	Pf7G8_010012600	PfHB3_010012600	PfIT_010011900	PfKH02_010012300	PfKE01_010011700	Pf7G8-2_000042500	PfGB4_010012700	PfKH01_010013600	PF3D7_0108700	PfGA01_010012800	PfGN01_010012900	PfCD01_010012900	PfSN01_010011300	PfNF166_010012500	PfNF54_010013600	
PfDd2_010012300	PfDd2_010012300	Pf7G8_010012700	PfHB3_010012700	PfIT_010012000	PfKH02_010012400	PfKE01_010011800	Pf7G8-2_000042600	PfGB4_010012800	PfKH01_010013700	PF3D7_0108800	PfGA01_010012900	PfGN01_010013000	PfCD01_010013000	PfSN01_010011400	PfNF166_010012600	PfNF54_010013700	
PfDd2_010012400	PfDd2_010012400	Pf7G8_010012800	PfHB3_010012800	PfIT_010012100	PfKH02_010012500	PfKE01_010011900	Pf7G8-2_000042700	PfGB4_010012900	PfKH01_010013800	PF3D7_0109000	PfGA01_010013000	PfGN01_010013100	PfCD01_010013100	PfSN01_010011500	PfNF166_010012700	PfNF54_010013800	
PfDd2_010012500	PfDd2_010012500	Pf7G8_010012900	PfHB3_010012900	PfIT_010012200	PfKH02_010012600	PfKE01_010012000	Pf7G8-2_000042800	PfGB4_010013000	PfKH01_010013900	PF3D7_0109100	PfGA01_010013100	PfGN01_010013200	PfCD01_010013200	PfSN01_010011600	PfNF166_010012800	PfNF54_010013900	
